city,zone_id,zone_name,hour,demand
moscow,1,Tverskoy,2026-04-18 08:00:00,38
moscow,1,Tverskoy,2026-04-18 09:00:00,48
moscow,1,Tverskoy,2026-04-18 10:00:00,49
moscow,1,Tverskoy,2026-04-18 11:00:00,42
moscow,1,Tverskoy,2026-04-18 12:00:00,42
moscow,1,Tverskoy,2026-04-18 13:00:00,49
moscow,1,Tverskoy,2026-04-18 14:00:00,43
moscow,1,Tverskoy,2026-04-18 15:00:00,47
moscow,1,Tverskoy,2026-04-18 16:00:00,57
moscow,1,Tverskoy,2026-04-18 17:00:00,57
moscow,1,Tverskoy,2026-04-18 18:00:00,61
moscow,1,Tverskoy,2026-04-18 19:00:00,60
moscow,1,Tverskoy,2026-04-18 20:00:00,79
moscow,1,Tverskoy,2026-04-18 21:00:00,85
moscow,1,Tverskoy,2026-04-18 22:00:00,84
moscow,1,Tverskoy,2026-04-18 23:00:00,87
moscow,1,Tverskoy,2026-04-19 00:00:00,37
moscow,1,Tverskoy,2026-04-19 01:00:00,44
moscow,1,Tverskoy,2026-04-19 02:00:00,41
moscow,1,Tverskoy,2026-04-19 03:00:00,40
moscow,1,Tverskoy,2026-04-19 04:00:00,41
moscow,1,Tverskoy,2026-04-19 05:00:00,43
moscow,1,Tverskoy,2026-04-19 06:00:00,47
moscow,1,Tverskoy,2026-04-19 07:00:00,40
moscow,1,Tverskoy,2026-04-19 08:00:00,44
moscow,1,Tverskoy,2026-04-19 09:00:00,43
moscow,1,Tverskoy,2026-04-19 10:00:00,43
moscow,1,Tverskoy,2026-04-19 11:00:00,48
moscow,1,Tverskoy,2026-04-19 12:00:00,46
moscow,1,Tverskoy,2026-04-19 13:00:00,50
moscow,1,Tverskoy,2026-04-19 14:00:00,47
moscow,1,Tverskoy,2026-04-19 15:00:00,49
moscow,1,Tverskoy,2026-04-19 16:00:00,55
moscow,1,Tverskoy,2026-04-19 17:00:00,61
moscow,1,Tverskoy,2026-04-19 18:00:00,63
moscow,1,Tverskoy,2026-04-19 19:00:00,58
moscow,1,Tverskoy,2026-04-19 20:00:00,80
moscow,1,Tverskoy,2026-04-19 21:00:00,82
moscow,1,Tverskoy,2026-04-19 22:00:00,94
moscow,1,Tverskoy,2026-04-19 23:00:00,93
moscow,1,Tverskoy,2026-04-20 00:00:00,51
moscow,1,Tverskoy,2026-04-20 01:00:00,53
moscow,1,Tverskoy,2026-04-20 02:00:00,49
moscow,1,Tverskoy,2026-04-20 03:00:00,52
moscow,1,Tverskoy,2026-04-20 04:00:00,55
moscow,1,Tverskoy,2026-04-20 05:00:00,58
moscow,1,Tverskoy,2026-04-20 06:00:00,51
moscow,1,Tverskoy,2026-04-20 07:00:00,51
moscow,1,Tverskoy,2026-04-20 08:00:00,46
moscow,1,Tverskoy,2026-04-20 09:00:00,53
moscow,1,Tverskoy,2026-04-20 10:00:00,50
moscow,1,Tverskoy,2026-04-20 11:00:00,52
moscow,1,Tverskoy,2026-04-20 12:00:00,51
moscow,1,Tverskoy,2026-04-20 13:00:00,55
moscow,1,Tverskoy,2026-04-20 14:00:00,52
moscow,1,Tverskoy,2026-04-20 15:00:00,58
moscow,1,Tverskoy,2026-04-20 16:00:00,75
moscow,1,Tverskoy,2026-04-20 17:00:00,69
moscow,1,Tverskoy,2026-04-20 18:00:00,72
moscow,1,Tverskoy,2026-04-20 19:00:00,82
moscow,1,Tverskoy,2026-04-20 20:00:00,85
moscow,1,Tverskoy,2026-04-20 21:00:00,74
moscow,1,Tverskoy,2026-04-20 22:00:00,80
moscow,1,Tverskoy,2026-04-20 23:00:00,83
moscow,1,Tverskoy,2026-04-21 00:00:00,61
moscow,1,Tverskoy,2026-04-21 01:00:00,52
moscow,1,Tverskoy,2026-04-21 02:00:00,54
moscow,1,Tverskoy,2026-04-21 03:00:00,58
moscow,1,Tverskoy,2026-04-21 04:00:00,56
moscow,1,Tverskoy,2026-04-21 05:00:00,54
moscow,1,Tverskoy,2026-04-21 06:00:00,54
moscow,1,Tverskoy,2026-04-21 07:00:00,50
moscow,1,Tverskoy,2026-04-21 08:00:00,54
moscow,1,Tverskoy,2026-04-21 09:00:00,54
moscow,1,Tverskoy,2026-04-21 10:00:00,56
moscow,1,Tverskoy,2026-04-21 11:00:00,53
moscow,1,Tverskoy,2026-04-21 12:00:00,57
moscow,1,Tverskoy,2026-04-21 13:00:00,60
moscow,1,Tverskoy,2026-04-21 14:00:00,60
moscow,1,Tverskoy,2026-04-21 15:00:00,65
moscow,1,Tverskoy,2026-04-21 16:00:00,70
moscow,1,Tverskoy,2026-04-21 17:00:00,75
moscow,1,Tverskoy,2026-04-21 18:00:00,75
moscow,1,Tverskoy,2026-04-21 19:00:00,78
moscow,1,Tverskoy,2026-04-21 20:00:00,77
moscow,1,Tverskoy,2026-04-21 21:00:00,86
moscow,1,Tverskoy,2026-04-21 22:00:00,88
moscow,1,Tverskoy,2026-04-21 23:00:00,85
moscow,1,Tverskoy,2026-04-22 00:00:00,54
moscow,1,Tverskoy,2026-04-22 01:00:00,52
moscow,1,Tverskoy,2026-04-22 02:00:00,60
moscow,1,Tverskoy,2026-04-22 03:00:00,57
moscow,1,Tverskoy,2026-04-22 04:00:00,58
moscow,1,Tverskoy,2026-04-22 05:00:00,50
moscow,1,Tverskoy,2026-04-22 06:00:00,59
moscow,1,Tverskoy,2026-04-22 07:00:00,58
moscow,1,Tverskoy,2026-04-22 08:00:00,52
moscow,1,Tverskoy,2026-04-22 09:00:00,55
moscow,1,Tverskoy,2026-04-22 10:00:00,57
moscow,1,Tverskoy,2026-04-22 11:00:00,57
moscow,1,Tverskoy,2026-04-22 12:00:00,56
moscow,1,Tverskoy,2026-04-22 13:00:00,58
moscow,1,Tverskoy,2026-04-22 14:00:00,60
moscow,1,Tverskoy,2026-04-22 15:00:00,66
moscow,1,Tverskoy,2026-04-22 16:00:00,76
moscow,1,Tverskoy,2026-04-22 17:00:00,67
moscow,1,Tverskoy,2026-04-22 18:00:00,78
moscow,1,Tverskoy,2026-04-22 19:00:00,79
moscow,1,Tverskoy,2026-04-22 20:00:00,79
moscow,1,Tverskoy,2026-04-22 21:00:00,79
moscow,1,Tverskoy,2026-04-22 22:00:00,78
moscow,1,Tverskoy,2026-04-22 23:00:00,86
moscow,1,Tverskoy,2026-04-23 00:00:00,63
moscow,1,Tverskoy,2026-04-23 01:00:00,52
moscow,1,Tverskoy,2026-04-23 02:00:00,60
moscow,1,Tverskoy,2026-04-23 03:00:00,56
moscow,1,Tverskoy,2026-04-23 04:00:00,57
moscow,1,Tverskoy,2026-04-23 05:00:00,54
moscow,1,Tverskoy,2026-04-23 06:00:00,56
moscow,1,Tverskoy,2026-04-23 07:00:00,62
moscow,1,Tverskoy,2026-04-23 08:00:00,59
moscow,1,Tverskoy,2026-04-23 09:00:00,63
moscow,1,Tverskoy,2026-04-23 10:00:00,61
moscow,1,Tverskoy,2026-04-23 11:00:00,59
moscow,1,Tverskoy,2026-04-23 12:00:00,64
moscow,1,Tverskoy,2026-04-23 13:00:00,61
moscow,1,Tverskoy,2026-04-23 14:00:00,65
moscow,1,Tverskoy,2026-04-23 15:00:00,65
moscow,1,Tverskoy,2026-04-23 16:00:00,72
moscow,1,Tverskoy,2026-04-23 17:00:00,75
moscow,1,Tverskoy,2026-04-23 18:00:00,83
moscow,1,Tverskoy,2026-04-23 19:00:00,76
moscow,1,Tverskoy,2026-04-23 20:00:00,82
moscow,1,Tverskoy,2026-04-23 21:00:00,81
moscow,1,Tverskoy,2026-04-23 22:00:00,89
moscow,1,Tverskoy,2026-04-23 23:00:00,88
moscow,1,Tverskoy,2026-04-24 00:00:00,65
moscow,1,Tverskoy,2026-04-24 01:00:00,61
moscow,1,Tverskoy,2026-04-24 02:00:00,53
moscow,1,Tverskoy,2026-04-24 03:00:00,58
moscow,1,Tverskoy,2026-04-24 04:00:00,55
moscow,1,Tverskoy,2026-04-24 05:00:00,57
moscow,1,Tverskoy,2026-04-24 06:00:00,64
moscow,1,Tverskoy,2026-04-24 07:00:00,61
moscow,1,Tverskoy,2026-04-24 08:00:00,56
moscow,1,Tverskoy,2026-04-24 09:00:00,55
moscow,1,Tverskoy,2026-04-24 10:00:00,59
moscow,1,Tverskoy,2026-04-24 11:00:00,55
moscow,1,Tverskoy,2026-04-24 12:00:00,57
moscow,1,Tverskoy,2026-04-24 13:00:00,62
moscow,1,Tverskoy,2026-04-24 14:00:00,67
moscow,1,Tverskoy,2026-04-24 15:00:00,70
moscow,1,Tverskoy,2026-04-24 16:00:00,66
moscow,1,Tverskoy,2026-04-24 17:00:00,80
moscow,1,Tverskoy,2026-04-24 18:00:00,81
moscow,1,Tverskoy,2026-04-24 19:00:00,82
moscow,1,Tverskoy,2026-04-24 20:00:00,86
moscow,1,Tverskoy,2026-04-24 21:00:00,76
moscow,1,Tverskoy,2026-04-24 22:00:00,84
moscow,1,Tverskoy,2026-04-24 23:00:00,89
moscow,1,Tverskoy,2026-04-25 00:00:00,46
moscow,1,Tverskoy,2026-04-25 01:00:00,57
moscow,1,Tverskoy,2026-04-25 02:00:00,53
moscow,1,Tverskoy,2026-04-25 03:00:00,55
moscow,1,Tverskoy,2026-04-25 04:00:00,50
moscow,1,Tverskoy,2026-04-25 05:00:00,54
moscow,1,Tverskoy,2026-04-25 06:00:00,55
moscow,1,Tverskoy,2026-04-25 07:00:00,53
moscow,1,Tverskoy,2026-04-25 08:00:00,53
moscow,1,Tverskoy,2026-04-25 09:00:00,53
moscow,1,Tverskoy,2026-04-25 10:00:00,49
moscow,1,Tverskoy,2026-04-25 11:00:00,51
moscow,1,Tverskoy,2026-04-25 12:00:00,52
moscow,1,Tverskoy,2026-04-25 13:00:00,54
moscow,1,Tverskoy,2026-04-25 14:00:00,59
moscow,1,Tverskoy,2026-04-25 15:00:00,55
moscow,1,Tverskoy,2026-04-25 16:00:00,63
moscow,1,Tverskoy,2026-04-25 17:00:00,73
moscow,1,Tverskoy,2026-04-25 18:00:00,67
moscow,1,Tverskoy,2026-04-25 19:00:00,67
moscow,1,Tverskoy,2026-04-25 20:00:00,88
moscow,1,Tverskoy,2026-04-25 21:00:00,92
moscow,1,Tverskoy,2026-04-25 22:00:00,93
moscow,1,Tverskoy,2026-04-25 23:00:00,98
moscow,1,Tverskoy,2026-04-26 00:00:00,56
moscow,1,Tverskoy,2026-04-26 01:00:00,56
moscow,1,Tverskoy,2026-04-26 02:00:00,55
moscow,1,Tverskoy,2026-04-26 03:00:00,61
moscow,1,Tverskoy,2026-04-26 04:00:00,52
moscow,1,Tverskoy,2026-04-26 05:00:00,46
moscow,1,Tverskoy,2026-04-26 06:00:00,58
moscow,1,Tverskoy,2026-04-26 07:00:00,51
moscow,1,Tverskoy,2026-04-26 08:00:00,53
moscow,1,Tverskoy,2026-04-26 09:00:00,57
moscow,1,Tverskoy,2026-04-26 10:00:00,48
moscow,1,Tverskoy,2026-04-26 11:00:00,49
moscow,1,Tverskoy,2026-04-26 12:00:00,48
moscow,1,Tverskoy,2026-04-26 13:00:00,52
moscow,1,Tverskoy,2026-04-26 14:00:00,58
moscow,1,Tverskoy,2026-04-26 15:00:00,62
moscow,1,Tverskoy,2026-04-26 16:00:00,66
moscow,1,Tverskoy,2026-04-26 17:00:00,64
moscow,1,Tverskoy,2026-04-26 18:00:00,63
moscow,1,Tverskoy,2026-04-26 19:00:00,71
moscow,1,Tverskoy,2026-04-26 20:00:00,87
moscow,1,Tverskoy,2026-04-26 21:00:00,92
moscow,1,Tverskoy,2026-04-26 22:00:00,96
moscow,1,Tverskoy,2026-04-26 23:00:00,96
moscow,1,Tverskoy,2026-04-27 00:00:00,65
moscow,1,Tverskoy,2026-04-27 01:00:00,63
moscow,1,Tverskoy,2026-04-27 02:00:00,64
moscow,1,Tverskoy,2026-04-27 03:00:00,60
moscow,1,Tverskoy,2026-04-27 04:00:00,62
moscow,1,Tverskoy,2026-04-27 05:00:00,63
moscow,1,Tverskoy,2026-04-27 06:00:00,65
moscow,1,Tverskoy,2026-04-27 07:00:00,61
moscow,1,Tverskoy,2026-04-27 08:00:00,64
moscow,1,Tverskoy,2026-04-27 09:00:00,62
moscow,1,Tverskoy,2026-04-27 10:00:00,62
moscow,1,Tverskoy,2026-04-27 11:00:00,65
moscow,1,Tverskoy,2026-04-27 12:00:00,56
moscow,1,Tverskoy,2026-04-27 13:00:00,60
moscow,1,Tverskoy,2026-04-27 14:00:00,62
moscow,1,Tverskoy,2026-04-27 15:00:00,63
moscow,1,Tverskoy,2026-04-27 16:00:00,75
moscow,1,Tverskoy,2026-04-27 17:00:00,85
moscow,1,Tverskoy,2026-04-27 18:00:00,84
moscow,1,Tverskoy,2026-04-27 19:00:00,86
moscow,1,Tverskoy,2026-04-27 20:00:00,88
moscow,1,Tverskoy,2026-04-27 21:00:00,91
moscow,1,Tverskoy,2026-04-27 22:00:00,90
moscow,1,Tverskoy,2026-04-27 23:00:00,95
moscow,1,Tverskoy,2026-04-28 00:00:00,64
moscow,1,Tverskoy,2026-04-28 01:00:00,61
moscow,1,Tverskoy,2026-04-28 02:00:00,62
moscow,1,Tverskoy,2026-04-28 03:00:00,59
moscow,1,Tverskoy,2026-04-28 04:00:00,61
moscow,1,Tverskoy,2026-04-28 05:00:00,63
moscow,1,Tverskoy,2026-04-28 06:00:00,66
moscow,1,Tverskoy,2026-04-28 07:00:00,70
moscow,1,Tverskoy,2026-04-28 08:00:00,59
moscow,1,Tverskoy,2026-04-28 09:00:00,65
moscow,1,Tverskoy,2026-04-28 10:00:00,60
moscow,1,Tverskoy,2026-04-28 11:00:00,65
moscow,1,Tverskoy,2026-04-28 12:00:00,64
moscow,1,Tverskoy,2026-04-28 13:00:00,59
moscow,1,Tverskoy,2026-04-28 14:00:00,71
moscow,1,Tverskoy,2026-04-28 15:00:00,71
moscow,1,Tverskoy,2026-04-28 16:00:00,77
moscow,1,Tverskoy,2026-04-28 17:00:00,80
moscow,1,Tverskoy,2026-04-28 18:00:00,84
moscow,1,Tverskoy,2026-04-28 19:00:00,88
moscow,1,Tverskoy,2026-04-28 20:00:00,85
moscow,1,Tverskoy,2026-04-28 21:00:00,89
moscow,1,Tverskoy,2026-04-28 22:00:00,92
moscow,1,Tverskoy,2026-04-28 23:00:00,97
moscow,1,Tverskoy,2026-04-29 00:00:00,64
moscow,1,Tverskoy,2026-04-29 01:00:00,60
moscow,1,Tverskoy,2026-04-29 02:00:00,69
moscow,1,Tverskoy,2026-04-29 03:00:00,64
moscow,1,Tverskoy,2026-04-29 04:00:00,69
moscow,1,Tverskoy,2026-04-29 05:00:00,66
moscow,1,Tverskoy,2026-04-29 06:00:00,65
moscow,1,Tverskoy,2026-04-29 07:00:00,66
moscow,1,Tverskoy,2026-04-29 08:00:00,72
moscow,1,Tverskoy,2026-04-29 09:00:00,72
moscow,1,Tverskoy,2026-04-29 10:00:00,65
moscow,1,Tverskoy,2026-04-29 11:00:00,66
moscow,1,Tverskoy,2026-04-29 12:00:00,69
moscow,1,Tverskoy,2026-04-29 13:00:00,64
moscow,1,Tverskoy,2026-04-29 14:00:00,71
moscow,1,Tverskoy,2026-04-29 15:00:00,74
moscow,1,Tverskoy,2026-04-29 16:00:00,81
moscow,1,Tverskoy,2026-04-29 17:00:00,82
moscow,1,Tverskoy,2026-04-29 18:00:00,82
moscow,1,Tverskoy,2026-04-29 19:00:00,80
moscow,1,Tverskoy,2026-04-29 20:00:00,83
moscow,1,Tverskoy,2026-04-29 21:00:00,87
moscow,1,Tverskoy,2026-04-29 22:00:00,91
moscow,1,Tverskoy,2026-04-29 23:00:00,100
moscow,1,Tverskoy,2026-04-30 00:00:00,70
moscow,1,Tverskoy,2026-04-30 01:00:00,63
moscow,1,Tverskoy,2026-04-30 02:00:00,67
moscow,1,Tverskoy,2026-04-30 03:00:00,65
moscow,1,Tverskoy,2026-04-30 04:00:00,65
moscow,1,Tverskoy,2026-04-30 05:00:00,67
moscow,1,Tverskoy,2026-04-30 06:00:00,68
moscow,1,Tverskoy,2026-04-30 07:00:00,65
moscow,1,Tverskoy,2026-04-30 08:00:00,70
moscow,1,Tverskoy,2026-04-30 09:00:00,62
moscow,1,Tverskoy,2026-04-30 10:00:00,66
moscow,1,Tverskoy,2026-04-30 11:00:00,75
moscow,1,Tverskoy,2026-04-30 12:00:00,68
moscow,1,Tverskoy,2026-04-30 13:00:00,73
moscow,1,Tverskoy,2026-04-30 14:00:00,71
moscow,1,Tverskoy,2026-04-30 15:00:00,77
moscow,1,Tverskoy,2026-04-30 16:00:00,81
moscow,1,Tverskoy,2026-04-30 17:00:00,86
moscow,1,Tverskoy,2026-04-30 18:00:00,86
moscow,1,Tverskoy,2026-04-30 19:00:00,90
moscow,1,Tverskoy,2026-04-30 20:00:00,85
moscow,1,Tverskoy,2026-04-30 21:00:00,92
moscow,1,Tverskoy,2026-04-30 22:00:00,97
moscow,1,Tverskoy,2026-04-30 23:00:00,96
moscow,1,Tverskoy,2026-05-01 00:00:00,67
moscow,1,Tverskoy,2026-05-01 01:00:00,69
moscow,1,Tverskoy,2026-05-01 02:00:00,66
moscow,1,Tverskoy,2026-05-01 03:00:00,71
moscow,1,Tverskoy,2026-05-01 04:00:00,61
moscow,1,Tverskoy,2026-05-01 05:00:00,66
moscow,1,Tverskoy,2026-05-01 06:00:00,61
moscow,1,Tverskoy,2026-05-01 07:00:00,62
moscow,1,Tverskoy,2026-05-01 08:00:00,72
moscow,1,Tverskoy,2026-05-01 09:00:00,71
moscow,1,Tverskoy,2026-05-01 10:00:00,65
moscow,1,Tverskoy,2026-05-01 11:00:00,63
